BusStopCode,RoadName,Description,Latitude,Longitude,BusServicesList,NumBusServices
11389,Holland Dr,Buona Vista CC,1.30906501014268,103.7929321687807,"['145', '185', '74', '32', '191', '200', '48', '91']",8
1139,Nth Bridge Rd,Bugis Stn/Parkview Sq,1.30033057855542,103.857160806659,"['7', '145', '51', '32', '197', '63A', '63', '7A', '851', '175', '61', '851e', '80']",13
11401,Holland Ave,Holland V Stn/Blk12,1.30906722197973,103.79507444402137,"['970', '106', '95', '48', '61']",5
11409,Holland Ave,Blk 9,1.3076441670056,103.7943258330196,"['106', '970', '61']",3
11419,Holland Ave,Holland V Stn Exit A,1.31102981378085,103.79604399202724,"['106', '970', '48', '61']",4
11429,C'wealth Dr,Opp Blk 115B,1.30454000002017,103.7983633329984,"['195A', '195', '122']",3
11439,C'wealth Dr,Blk 92,1.30606472198412,103.80029777801457,"['195A', '195', '122']",3
11441,C'wealth Dr,Blk 58,1.29780416697573,103.79754055603178,['61'],1
11449,C'wealth Dr,Blk 37B,1.29840527801842,103.79760333302292,['61'],1
11451,C'wealth Dr,Blk 72,1.30034972200468,103.79707277801477,['61'],1
11459,C'wealth Dr,Blk 50,1.30097055597804,103.7968519439962,['61'],1
11469,Margaret Dr,Queensway Sec Sch,1.30113503392421,103.80188584326886,"['32', '122']",2
11471,Margaret Dr,Opp The Fisherman Ch,1.29951892595663,103.80315156606572,"['32', '122']",2
11481,Margaret Dr,Queenstown Lib,1.29811518922625,103.8060054035445,"['32', '122']",2
11489,Margaret Dr,Blk 30,1.298817,103.804395,"['32', '122']",2
11491,Margaret Dr,Opp Queenstown Pr Sch,1.29710202847016,103.8076364994003,"['32', '122']",2
11499,Margaret Dr,Queenstown Pr Sch,1.29685053610951,103.8078866333446,"['32', '122']",2
11511,Alexandra Rd,Alexandra Hosp,1.2859468736223,103.80251884462383,"['195A', '51', '33', '33A', '197', '14', '195', '61', '100', '93', '120']",11
11519,Alexandra Rd,Opp Queensway Shop Ctr,1.28665742231261,103.80334129425304,"['195A', '51', '33', '197', '14', '195', '61', '100', '93', '120']",10
11521,Alexandra Rd,Anchorpoint,1.2885710102662,103.80543003047168,"['195A', '33A', '33', '195', '120', '64']",6
11529,Alexandra Rd,Bef IKEA Ind Bldg,1.28903120647732,103.8060909305284,"['195A', '195', '120', '33']",4
11531,Alexandra Rd,Opp Lea Hin Hardware Fty,1.29108833302538,103.80753083302794,"['195A', '33A', '33', '195', '120', '64']",6
11539,Alexandra Rd,Lea Hin Hardware Fty,1.29117049549107,103.80786180498694,"['195A', '195', '120', '33']",4
11541,Stirling Rd,Opp Queens,1.29235984013148,103.80578500139798,['64'],1
11551,Stirling Rd,Tiong Ghee Tp,1.29126703051517,103.8040959835246,['64'],1
11561,Stirling Rd,Blk 166,1.29107396045212,103.80247592924285,['64'],1
11579,Mei Ling St,Blk 158,1.29256489056942,103.80303321252237,['64'],1
11589,Mei Ling St,Blk 157,1.292991881006,103.80400524995773,['64'],1
11599,Mei Ling St,Blk 153,1.29420805600708,103.80314888900556,['64'],1
11609,Mei Chin Rd,Blk 163,1.29188972202709,103.80212194401808,['64'],1
12021,Holland Rd,Bef Moonbeam Wk,1.31907638897016,103.78243055601492,"['7', '165', '75', '156', '61']",5
12029,Holland Rd,Opp Moonbeam Wk,1.31958369390988,103.7824392109149,"['7', '165', '75', '156', '61', '7B']",6
12031,Ulu Pandan Rd,Pandan Valley Condo,1.3208008510991,103.7796285552172,"['7', '165', '75', '156', '61', '92']",6
12039,Ulu Pandan Rd,Opp Pandan Valley Condo,1.32104526183447,103.78018998386835,"['7', '165', '75', '156', '61', '7B']",6
12041,Ulu Pandan Rd,Aft Pandan Valley,1.32049172685895,103.77653442120544,"['7', '165', '75', '156', '61']",5
12049,Ulu Pandan Rd,Opp Pandan Valley,1.32091131971837,103.776558889914,"['7', '165', '75', '156', '61', '7B']",6
12051,Ulu Pandan Rd,Pine Gr Condo,1.3204289505949,103.7750613105408,"['7', '165', '75', '156', '61']",5
12059,Ulu Pandan Rd,Opp Pine Gr Condo,1.32072731097778,103.77515897833835,"['7', '165', '75', '156', '61', '7B']",6
12061,Clementi Rd,Blk 109,1.32178500189496,103.7708733985914,"['151', '52', '154', '74', '75', '61', '154B', '184']",8
12069,Clementi Rd,Opp Blk 109A,1.321433056,103.7710419,"['151', '52', '154', '74', '75', '61', '184']",7
12071,Clementi Rd,Blk 116,1.32402249998323,103.77219388896604,"['151', '52', '154', '74', '75', '61', '154B', '184']",8
12079,Clementi Rd,Opp Blk 116,1.32383187575187,103.7726309437574,"['151', '52', '154', '74', '75', '61', '184']",7
12081,Clementi Rd,Clementi N'hood Pk,1.326468056,103.77543,"['151', '52', '154', '74', '75', '61', '154B', '184']",8
12089,Clementi Rd,Opp Maju Camp,1.326261111,103.7757089,"['151', '52', '154', '74', '75', '61', '184']",7
