,ServiceNo,Operator,Direction,BusStopCode,RoadName,Description,Latitude,Longitude
22976,93,SBST,1,51111,Lornie Rd,Opp Andrew Rd,1.34064833298154,103.83271333302343
22977,93,SBST,1,41161,Lornie Highway,AFT KHEAM HOCK RD,1.335063889,103.8187389
22978,93,SBST,1,41131,Adam Rd,Opp The Japanese Assn,1.32973612368298,103.8145129140827
22979,93,SBST,1,41121,Adam Rd,S'Pore Bible Coll,1.32554444399609,103.81350777801268
22980,93,SBST,1,82009,Eunos Rd 2,Eunos Int,1.31933717157385,103.90180834139495
22981,93,SBST,1,41101,Farrer Rd,St. Margaret's Sec Sch,1.31908138967253,103.80921733406132
22982,93,SBST,1,11111,Farrer Rd,Farrer Rd Stn Exit B,1.31780157259006,103.80771866952544
22983,93,SBST,1,11101,Farrer Rd,Empress Rd Mkt/FC,1.31614971080385,103.80596012189226
22984,93,SBST,1,11091,Farrer Rd,Leedon Green,1.31219444050072,103.80367378215983
22985,93,SBST,1,11081,Queensway,Viz Holland,1.30851972202313,103.80258027799628
22986,93,SBST,1,11061,Queensway,Opp Queensway Sec Sch,1.30265777802206,103.80118694402536
22987,93,SBST,1,51071,Thomson Rd,MacRitchie Resvr,1.34219256998908,103.83596576505084
22988,93,SBST,1,11051,Queensway,Opp Queenstown Polyclinic,1.29872166703909,103.8002979755481
22989,93,SBST,1,11031,Queensway,Opp Queen's Cl,1.29119666696879,103.80045500000118
22990,93,SBST,1,11021,Queensway,Aft Queenstown NPC HQ,1.28941805603102,103.80228694398484
22991,93,SBST,1,11511,Alexandra Rd,Alexandra Hosp,1.2859468736223,103.80251884462383
22992,93,SBST,1,18011,Alexandra Rd,Aft Hortpark,1.28087089714667,103.8021033300325
22993,93,SBST,1,15051,Alexandra Rd,Alexandra Pt,1.276978,103.8023815
22994,93,SBST,1,15041,Alexandra Rd,Alexandra Retail Ctr,1.274632,103.801892
22995,93,SBST,1,14171,Telok Blangah Rd,Opp Yeo's Bldg,1.27145959833005,103.80654857059398
