,school_name,category,address,longitude,latitude
1789,NUTURE TOTS PRE-SCHOOL PTE. LTD.,PRESCHOOL,"515,ELIAS ROAD, PASIR RIS BEACH PARK,519923",103.947689132501,1.3805271389884
1439,ODYSSEY THE GLOBAL PRESCHOOL DEMPSEY,PRESCHOOL,"29,HARDING ROAD,MINDEN CLUSTER (TANGLIN VILLAGE),249537",103.812222946283,1.30444957282438
324,ODYSSEY THE GLOBAL PRESCHOOL FOURTH AVENUE,PRESCHOOL,"20,FOURTH AVENUE,268669",103.796570471398,1.32837216696356
1421,ODYSSEY THE GLOBAL PRESCHOOL LOYANG,PRESCHOOL,"191,JALAN LOYANG BESAR,506996",103.962589714265,1.37988104798086
594,ODYSSEY THE GLOBAL PRESCHOOL ORCHARD,PRESCHOOL,"50A,LLOYD ROAD,239128",103.83916468554,1.29778849920286
1527,ODYSSEY THE GLOBAL PRESCHOOL STILL ROAD,PRESCHOOL,"25,STILL ROAD SOUTH,GRAND HOTEL,423934",103.909586431822,1.30694171401218
1454,ODYSSEY THE GLOBAL PRESCHOOL WILKINSON,PRESCHOOL,"101,WILKINSON ROAD,436559",103.887506204657,1.30189460418742
195,ORION PRESCHOOL,PRESCHOOL,"90,TANJONG KATONG ROAD,#01-00,NINE DEGREES,436959",103.893695089109,1.31292852330675
34,OUR CHILDREN'S HOUSE MONTESSORI PRESCHOOL,PRESCHOOL,"60,FABER TERRACE,FABER HILLS,129040",103.757399120948,1.32167882263481
1493,OUR CHILDREN'S HOUSE PTE LTD,PRESCHOOL,"106,PAYA LEBAR CRESCENT,536186",103.88279441469,1.34656520353906
1514,P&J MONTESSORI KINDERGARTEN PTE LTD,PRESCHOOL,"35,WINDSOR PARK ROAD,WINDSOR PARK,574141",103.826249289267,1.35731806281412
68,PALS PRESCHOOL,PRESCHOOL,"535,KALLANG BAHRU,#03-03,GB POINT,339351",103.870756976652,1.32127642047116
919,PAPER SCISSORS STONE MONTESSORI KINDERGARTEN,PRESCHOOL,"718,BEDOK RESERVOIR ROAD,#01-4590,470718",103.92574851611,1.3366305993765
1797,PARIPOSA PTE LTD,PRESCHOOL,"31,TOH TUCK ROAD,596709",103.76899437494,1.3396237321448
626,PAYA LEBAR METHODIST CHURCH COVENANT KINDERGARTEN,PRESCHOOL,"5,BOUNDARY ROAD,549954",103.875824105499,1.35259230946418
413,PCF  SPARKLETOTS PRESCHOOL @ FERNVALE BLK 402 (EY),PRESCHOOL,"402,FERNVALE LANE,#01-01,FERNVALE ACRES,790402",103.871173506409,1.38830347916489
508,PCF SPARKLETOTS PRESCHOOL @ ADMIRALTY BLK 585 (CC),PRESCHOOL,"585,WOODLANDS DRIVE 16,#01-68,730585",103.79540833238,1.42920597374185
821,PCF SPARKLETOTS PRESCHOOL @ ADMIRALTY BLK 687B (DS),PRESCHOOL,"687B,WOODLANDS DRIVE 75,#01-47,732687",103.807161942037,1.44188539470704
364,PCF SPARKLETOTS PRESCHOOL @ ANG MO KIO-HOUGANG BLK 452 (DS),PRESCHOOL,"452,HOUGANG AVENUE 10,#01-575,530452",103.896368955749,1.37878814570674
751,PCF SPARKLETOTS PRESCHOOL @ ANG MO KIO-HOUGANG BLK 535 (DS),PRESCHOOL,"535,HOUGANG STREET 52,#01-18,530535",103.890133774852,1.37644174470675
752,PCF SPARKLETOTS PRESCHOOL @ ANG MO KIO-HOUGANG BLK 632 (DS),PRESCHOOL,"632,HOUGANG AVENUE 8,#01-28,530632",103.880591936414,1.37056742582058
783,PCF SPARKLETOTS PRESCHOOL @ ANG MO KIO-HOUGANG BLK 642 (CC),PRESCHOOL,"642,HOUGANG AVENUE 8,#01-195,530642",103.879948293051,1.37169878879803
750,PCF SPARKLETOTS PRESCHOOL @ ANG MO KIO-HOUGANG BLK 937 (CC),PRESCHOOL,"937,HOUGANG STREET 92,#01-77,530937",103.879297103173,1.37474487311265
662,PCF SPARKLETOTS PRESCHOOL @ AYER RAJAH-GEK POH BLK 275A (CC),PRESCHOOL,"275A,JURONG WEST STREET 25,#01-127,641275",103.702221239788,1.35241293267711
784,PCF SPARKLETOTS PRESCHOOL @ AYER RAJAH-GEK POH BLK 276D (KN),PRESCHOOL,"276D,JURONG WEST STREET 25,#01-11,644276",103.704411153076,1.35344766528144
747,PCF SPARKLETOTS PRESCHOOL @ AYER RAJAH-GEK POH BLK 41 (CC),PRESCHOOL,"41,TEBAN GARDENS ROAD,#01-352,600041",103.740986913838,1.32158737897173
831,PCF SPARKLETOTS PRESCHOOL @ AYER RAJAH-GEK POH BLK 48 (DS),PRESCHOOL,"48,TEBAN GARDENS ROAD,#01-241,600048",103.739967666096,1.32049772893293
834,PCF SPARKLETOTS PRESCHOOL @ AYER RAJAH-GEK POH BLK 750 (DS),PRESCHOOL,"750,JURONG WEST STREET 73,#01-169,640750",103.699191887798,1.34793711637819
419,PCF SPARKLETOTS PRESCHOOL @ BEDOK BLK 30 (DS),PRESCHOOL,"30,NEW UPPER CHANGI ROAD,#01-812,461030",103.936423896498,1.32352678248226
720,PCF SPARKLETOTS PRESCHOOL @ BEDOK RESERVOIR-PUNGGOL BLK 414 (DS),PRESCHOOL,"414,HOUGANG AVENUE 10,#01-1256,530414",103.895995982843,1.37490432858877
692,PCF SPARKLETOTS PRESCHOOL @ BEDOK RESERVOIR-PUNGGOL BLK 470C (CC),PRESCHOOL,"470C,UPPER SERANGOON CRESCENT,#01-352,533470",103.900804189301,1.37846690134357
884,PCF SPARKLETOTS PRESCHOOL @ BEDOK RESERVOIR-PUNGGOL BLK 475C (DS),PRESCHOOL,"475C,UPPER SERANGOON CRESCENT,#01-547,533475",103.899995251993,1.3752181944865
696,PCF SPARKLETOTS PRESCHOOL @ BEDOK RESERVOIR-PUNGGOL BLK 508 (CC),PRESCHOOL,"508,HOUGANG AVENUE 10,#01-93,BEDOK RESERVOIR-PUNGGOL VALE,530508",103.887728564668,1.37169361562659
705,PCF SPARKLETOTS PRESCHOOL @ BEDOK RESERVOIR-PUNGGOL BLK 713 (DS),PRESCHOOL,"713,BEDOK RESERVOIR ROAD,#01-3960,470713",103.922392167199,1.33631180600308
724,PCF SPARKLETOTS PRESCHOOL @ BISHAN EAST-SIN MING BLK 181 (CC),PRESCHOOL,"181,BISHAN STREET 13,#01-251,570181",103.852878507674,1.34913809640172
726,PCF SPARKLETOTS PRESCHOOL @ BISHAN EAST-SIN MING BLK 197 (KN),PRESCHOOL,"197,BISHAN STREET 13,#01-567,570197",103.850673737521,1.34909908028044
725,PCF SPARKLETOTS PRESCHOOL @ BISHAN EAST-SIN MING BLK 409 (CC),PRESCHOOL,"409,SIN MING AVENUE,#02-01,570409",103.834946047117,1.36221019788509
284,PCF SPARKLETOTS PRESCHOOL @ BOON LAY BLK 207 (DS),PRESCHOOL,"207,BOON LAY PLACE,#01-215,640207",103.71356835409,1.34658610279641
283,PCF SPARKLETOTS PRESCHOOL @ BOON LAY BLK 262 (DS),PRESCHOOL,"262,BOON LAY DRIVE,#01-573,640262",103.707430279187,1.3448843555315
285,PCF SPARKLETOTS PRESCHOOL @ BOON LAY BLK 627 (CC),PRESCHOOL,"627,JURONG WEST STREET 65,#01-380,640627",103.698889711132,1.34196774823686
876,PCF SPARKLETOTS PRESCHOOL @ BRADDELL HEIGHTS BLK 246 (CC),PRESCHOOL,"246,SERANGOON AVENUE 3,#01-216,550246",103.869660835834,1.35192270531399
798,PCF SPARKLETOTS PRESCHOOL @ BRADDELL HEIGHTS BLK 335 (CC),PRESCHOOL,"335,SERANGOON AVENUE 3,#01-335,550335",103.871067807837,1.3494422140895
805,PCF SPARKLETOTS PRESCHOOL @ BRADDELL HEIGHTS BLK 417 (DS),PRESCHOOL,"417,SERANGOON CENTRAL,#01-456,550417",103.875055737858,1.34993639393716
816,PCF SPARKLETOTS PRESCHOOL @ BRICKLAND BLK 489B (CC),PRESCHOOL,"489B,CHOA CHU KANG AVENUE 5,#01-201,682489",103.73958458863,1.37573636567496
817,PCF SPARKLETOTS PRESCHOOL @ BRICKLAND BLK 801 (DS),PRESCHOOL,"801,KEAT HONG CLOSE,#01-01,680801",103.743448796988,1.37524979404042
897,PCF SPARKLETOTS PRESCHOOL @ BRICKLAND BLK 807C (CC),PRESCHOOL,"807C,CHOA CHU KANG AVENUE 1,#01-552,KEAT HONG AXIS,683807",103.745821319559,1.37615600248366
839,PCF SPARKLETOTS PRESCHOOL @ BRICKLAND BLK 810 (CC),PRESCHOOL,"810,CHOA CHU KANG AVENUE 7,680810",103.746160942106,1.3740546176425
282,PCF SPARKLETOTS PRESCHOOL @ BUKIT BATOK BLK 118 (CC),PRESCHOOL,"118,BUKIT BATOK WEST AVENUE 6,#1-270,650118",103.746499580095,1.35000951618749
278,PCF SPARKLETOTS PRESCHOOL @ BUKIT BATOK BLK 148 (KN),PRESCHOOL,"148,BUKIT BATOK WEST AVENUE 6,#01-319,650148",103.743857543224,1.34927993077587
135,PCF SPARKLETOTS PRESCHOOL @ BUKIT BATOK BLK 180 (CC),PRESCHOOL,"180,BUKIT BATOK WEST AVENUE 8,#01-181,650180",103.742841014483,1.34555792527722
280,PCF SPARKLETOTS PRESCHOOL @ BUKIT BATOK BLK 206 (CC),PRESCHOOL,"206,BUKIT BATOK STREET 21,#01-78,650206",103.749383473832,1.34667192602747
279,PCF SPARKLETOTS PRESCHOOL @ BUKIT BATOK BLK 293 (CC),PRESCHOOL,"293,BUKIT BATOK STREET 21,#01-01,MULTI STOREY CAR PARK,650293",103.755359110634,1.34600531908149
786,PCF SPARKLETOTS PRESCHOOL @ BUKIT BATOK EAST BLK 208 (CC),PRESCHOOL,"208,JURONG EAST STREET 21,#01-189,600208",103.742666850845,1.33843639958331
351,PCF SPARKLETOTS PRESCHOOL @ BUKIT BATOK EAST BLK 241 (KN),PRESCHOOL,"241,BUKIT BATOK EAST AVENUE 5,#01-261,650241",103.75454446951,1.3508952364452
785,PCF SPARKLETOTS PRESCHOOL @ BUKIT BATOK EAST BLK 271 (CC),PRESCHOOL,"271,TOH GUAN ROAD,#01-111,600271",103.746245539012,1.34168199586003
787,PCF SPARKLETOTS PRESCHOOL @ BUKIT BATOK EAST BLK 285C (KN),PRESCHOOL,"285C,TOH GUAN ROAD,#01-92,603285",103.746604056124,1.33788841388717
788,PCF SPARKLETOTS PRESCHOOL @ BUKIT BATOK EAST BLK 289G (KN),PRESCHOOL,"289G,BUKIT BATOK STREET 25,#01-94,656289",103.758784094586,1.34504260344064
277,PCF SPARKLETOTS PRESCHOOL @ BUKIT GOMBAK BLK 395A (CC),PRESCHOOL,"395A,BUKIT BATOK WEST AVENUE 5,#05-01,651395",103.751987145985,1.36448974299463
276,PCF SPARKLETOTS PRESCHOOL @ BUKIT GOMBAK BLK 512 (CC),PRESCHOOL,"512,BUKIT BATOK STREET 52,#01-500,650512",103.752778228297,1.35398085110663
275,PCF SPARKLETOTS PRESCHOOL @ BUKIT GOMBAK BLK 535 (DS),PRESCHOOL,"535,BUKIT BATOK STREET 52,#01-631,650535",103.750399544877,1.35497075658138
245,PCF SPARKLETOTS PRESCHOOL @ BUKIT PANJANG BLK 111 (EY),PRESCHOOL,"111,GANGSA ROAD,#01-75,670111",103.768365653762,1.37816747421231
244,PCF SPARKLETOTS PRESCHOOL @ BUKIT PANJANG BLK 226 (EY),PRESCHOOL,"226,PENDING ROAD,#01-179,670226",103.772368431232,1.37523655617182
246,PCF SPARKLETOTS PRESCHOOL @ BUKIT PANJANG BLK 254 (EY),PRESCHOOL,"254,BANGKIT ROAD,#01-204,670254",103.773854600016,1.37959332744982
247,PCF SPARKLETOTS PRESCHOOL @ BUKIT PANJANG BLK 412 (CC),PRESCHOOL,"412,SAUJANA ROAD,#01-66,670412",103.768275120432,1.38289762281394
734,PCF SPARKLETOTS PRESCHOOL @ BUKIT TIMAH BLK 12 (CC),PRESCHOOL,"12,TOH YI DRIVE,#01-389,590012",103.772685810097,1.33840274340359
735,PCF SPARKLETOTS PRESCHOOL @ BUKIT TIMAH BLK 207 (CC),PRESCHOOL,"207,CLEMENTI AVENUE 6,#01-01,120207",103.762352359641,1.32231218996509
893,PCF SPARKLETOTS PRESCHOOL @ BUKIT TIMAH BLK 305 (CC),PRESCHOOL,"305,CLEMENTI  AVENUE 4,#01-399,120305",103.76601401343,1.32206108860648
343,PCF SPARKLETOTS PRESCHOOL @ BUKIT TIMAH BLK 312B (DS),PRESCHOOL,"312B,CLEMENTI AVENUE 4,#01-181,122312",103.764455532029,1.3196729696325
736,PCF SPARKLETOTS PRESCHOOL @ BUKIT TIMAH BLK 319 (EY),PRESCHOOL,"319,CLEMENTI AVENUE 4,#01-55,CLEMENTI JADE,120319",103.764787022864,1.31738023737382
737,PCF SPARKLETOTS PRESCHOOL @ BUONA VISTA BLK 32 (CC),PRESCHOOL,"32,HOLLAND CLOSE,#01-134,270032",103.796881195019,1.30618489254906
1901,PCF SPARKLETOTS PRESCHOOL @ BUONA VISTA BLK 37B (CC),PRESCHOOL,"37B,COMMONWEALTH DRIVE,#01-217,TANGLIN HALT,142037",103.797949490942,1.298268195339
886,PCF SPARKLETOTS PRESCHOOL @ BUONA VISTA BLK 4 (DS),PRESCHOOL,"4,HOLLAND CLOSE,#01-07,271004",103.795646462312,1.30796826360553
738,PCF SPARKLETOTS PRESCHOOL @ BUONA VISTA BLK 54 (DS),PRESCHOOL,"54,COMMONWEALTH DRIVE,#01-564,142054",103.796796430683,1.30164998775
271,PCF SPARKLETOTS PRESCHOOL @ CANBERRA BLK 330 (DS),PRESCHOOL,"330,SEMBAWANG CLOSE,#01-383,750330",103.817811631963,1.44680507130646
274,PCF SPARKLETOTS PRESCHOOL @ CANBERRA BLK 337 (CC),PRESCHOOL,"337,SEMBAWANG CRESCENT,#01-174,750337",103.815651965202,1.44615096906869
273,PCF SPARKLETOTS PRESCHOOL @ CANBERRA BLK 413 (CC),PRESCHOOL,"413,SEMBAWANG DRIVE,#01-712,750413",103.817947511696,1.45177042242752
272,PCF SPARKLETOTS PRESCHOOL @ CANBERRA BLK 468C (EY),PRESCHOOL,"468C,ADMIRALTY DRIVE,#01-05,753468",103.814877754821,1.45030915760096
270,PCF SPARKLETOTS PRESCHOOL @ CANBERRA BLK 487 (CC),PRESCHOOL,"487,ADMIRALTY LINK,#01-131,750487",103.816118262593,1.45545241379364
133,PCF SPARKLETOTS PRESCHOOL @ CASHEW (CC),PRESCHOOL,"17,PETIR ROAD,#02-33,HILLION MALL,678278",103.762842789877,1.37843100800213
53,PCF SPARKLETOTS PRESCHOOL @ CASHEW BLK 183 (CC),PRESCHOOL,"183,JELEBU ROAD,#01-38,670183",103.763048292356,1.3799638356862
708,PCF SPARKLETOTS PRESCHOOL @ CASHEW BLK 545 (EY),PRESCHOOL,"545,BUKIT PANJANG RING ROAD,#01-871,670545",103.763496336507,1.38159642060888
607,PCF SPARKLETOTS PRESCHOOL @ CHANGI SIMEI BLK 131 (KN),PRESCHOOL,"131,SIMEI STREET 1,#01-208,520131",103.953960305385,1.34549483450733
657,PCF SPARKLETOTS PRESCHOOL @ CHANGI SIMEI BLK 233 (CC),PRESCHOOL,"233,SIMEI STREET 4,#01-148,520233",103.956338322334,1.34416652504865
475,PCF SPARKLETOTS PRESCHOOL @ CHENG SAN-SELETAR BLK 502 (EY),PRESCHOOL,"502,ANG MO KIO AVENUE 5,#01-3734,560502",103.849934305516,1.37572474765516
90,PCF SPARKLETOTS PRESCHOOL @ CHENG SAN-SELETAR BLK 533 (EY),PRESCHOOL,"533,ANG MO KIO AVENUE 5,#01-4100,560533",103.853001920124,1.37416923724326
812,PCF SPARKLETOTS PRESCHOOL @ CHENG SAN-SELETAR BLK 556 (DS),PRESCHOOL,"556,ANG MO KIO AVENUE 10,#01-1902,560556",103.857625375797,1.37203236308683
709,PCF SPARKLETOTS PRESCHOOL @ CHONG PANG BLK 107 (KN),PRESCHOOL,"107,YISHUN RING ROAD,#01-207,760107",103.827520197458,1.4322180811837
676,PCF SPARKLETOTS PRESCHOOL @ CHONG PANG BLK 115B (CC),PRESCHOOL,"115B,YISHUN RING ROAD,#01-813,762115",103.82711777039,1.43339605588677
833,PCF SPARKLETOTS PRESCHOOL @ CHONG PANG BLK 122 (CC),PRESCHOOL,"122,YISHUN STREET 11,#01-479,760122",103.831124796378,1.43499758920055
873,PCF SPARKLETOTS PRESCHOOL @ CHONG PANG BLK 142 (CC),PRESCHOOL,"142,YISHUN RING ROAD,#01-38,760142",103.830625739006,1.43077763467929
841,PCF SPARKLETOTS PRESCHOOL @ CHONG PANG BLK 277 (CC),PRESCHOOL,"277,YISHUN STREET 22,#01-294,760277",103.836994608643,1.43791843653816
901,PCF SPARKLETOTS PRESCHOOL @ CHONG PANG BLK 288 (CC),PRESCHOOL,"288,YISHUN AVE 6,#01-46,760288",103.83762430993,1.43994549676732
266,PCF SPARKLETOTS PRESCHOOL @ CHUA CHU KANG BLK 10 (KN),PRESCHOOL,"10,TECK WHYE AVENUE,#01-59,680010",103.755211077169,1.38047054647235
267,PCF SPARKLETOTS PRESCHOOL @ CHUA CHU KANG BLK 123 (CC),PRESCHOOL,"123,TECK WHYE LANE,#01-864,680123",103.7494576863,1.37919636089776
268,PCF SPARKLETOTS PRESCHOOL @ CHUA CHU KANG BLK 19 (CC),PRESCHOOL,"19,TECK WHYE LANE,#01-49,680019",103.752949446949,1.37939429441995
269,PCF SPARKLETOTS PRESCHOOL @ CHUA CHU KANG BLK 3 (CC),PRESCHOOL,"3,TECK WHYE AVENUE,#01-168,680003",103.752527980381,1.38247656452574
670,PCF SPARKLETOTS PRESCHOOL @ CLEMENTI BLK 330 (DS),PRESCHOOL,"330,CLEMENTI AVENUE 2,#01-170,120330",103.767781824632,1.3137447051106
690,PCF SPARKLETOTS PRESCHOOL @ CLEMENTI BLK 420A (CC),PRESCHOOL,"420A,CLEMENTI AVENUE 1,#02-01,CASA CLEMENTI,121420",103.768657661297,1.30979102116855
721,PCF SPARKLETOTS PRESCHOOL @ CLEMENTI BLK 445 (EY),PRESCHOOL,"445,CLEMENTI AVENUE 3,#01-1,120445",103.763902569669,1.31335932628171
702,PCF SPARKLETOTS PRESCHOOL @ CLEMENTI BLK 462A (EY),PRESCHOOL,"462A,CLEMENTI AVENUE 3,#01-01,CLEMENTI HEIGHTS,121462",103.765637479643,1.31150063886887
863,PCF SPARKLETOTS PRESCHOOL @ EUNOS BLK 122 (CC),PRESCHOOL,"122,BEDOK RESERVOIR ROAD,#01-1025,470122",103.910623668728,1.33197886752323
117,PCF SPARKLETOTS PRESCHOOL @ EUNOS BLK 134 (CC),PRESCHOOL,"134,BEDOK RESERVOIR ROAD,#01-1235,470134",103.912838489269,1.33287858460019
864,PCF SPARKLETOTS PRESCHOOL @ EUNOS BLK 616 (KN),PRESCHOOL,"616,BEDOK RESERVOIR ROAD,#01-1106,470616",103.915137759126,1.33190396095581
858,PCF SPARKLETOTS PRESCHOOL @ EUNOS BLK 620 (CC),PRESCHOOL,"620,BEDOK RESERVOIR ROAD,#01-1426,470620",103.917712559288,1.33433432226397
848,PCF SPARKLETOTS PRESCHOOL @ EUNOS BLK 629 (CC),PRESCHOOL,"629,BEDOK RESERVOIR ROAD,#01-1643,470629",103.914501162624,1.33439908281466
770,PCF SPARKLETOTS PRESCHOOL @ FENGSHAN BLK 108 (CC),PRESCHOOL,"108,BEDOK NORTH ROAD,#01-2222,460108",103.936223519694,1.33274009226511
856,PCF SPARKLETOTS PRESCHOOL @ FENGSHAN BLK 115 (CC),PRESCHOOL,"115,BEDOK NORTH ROAD,#01-303,460115",103.936865404278,1.33143368026417
782,PCF SPARKLETOTS PRESCHOOL @ FENGSHAN BLK 126 (DS),PRESCHOOL,"126,BEDOK NORTH STREET 2,#01-88,460126",103.938917890645,1.3281683000397
665,PCF SPARKLETOTS PRESCHOOL @ FENGSHAN BLK 184 (CC),PRESCHOOL,"184,BEDOK NORTH ROAD,#01-01,460184",103.941385900786,1.32609462565376
769,PCF SPARKLETOTS PRESCHOOL @ FENGSHAN BLK 76 (CC),PRESCHOOL,"76,BEDOK NORTH ROAD,#01-178,460076",103.942067527916,1.3282966654865
412,PCF SPARKLETOTS PRESCHOOL @ FERNVALE BLK 401 (EY),PRESCHOOL,"401,FERNVALE LANE,#01-01,FERNVALE DEW,790401",103.870984520752,1.3901021265985
415,PCF SPARKLETOTS PRESCHOOL @ FERNVALE BLK 416A (DS),PRESCHOOL,"416A,FERNVALE LINK,#01-106,791416",103.879963560438,1.3906119627657
417,PCF SPARKLETOTS PRESCHOOL @ FERNVALE BLK 436D (EY),PRESCHOOL,"436D,FERNVALE ROAD,#01-156,FERNVALE GROVE,794436",103.876627568951,1.3921787440658
416,PCF SPARKLETOTS PRESCHOOL @ FERNVALE BLK 443 (EY),PRESCHOOL,"443,FERNVALE ROAD,#01-411,FERNVALE VISTA,791443",103.874321610143,1.39118065833884
414,PCF SPARKLETOTS PRESCHOOL @ FERNVALE BLK 455 (CC),PRESCHOOL,"455,SENGKANG WEST AVENUE,#02-01,790455",103.871190376558,1.39183688254074
418,PCF SPARKLETOTS PRESCHOOL @ FERNVALE BLK 469B (EY),PRESCHOOL,"469B,SENGKANG WEST WAY,#01-614,FERNVALE LEA,792469",103.877684905205,1.39585256390138
862,PCF SPARKLETOTS PRESCHOOL @ GEYLANG SERAI BLK 11 (KN),PRESCHOOL,"11,EUNOS CRESENT,#01-2737,400011",103.904424346286,1.32180028934437
1900,PCF SPARKLETOTS PRESCHOOL @ GEYLANG SERAI BLK 37 (CC),PRESCHOOL,"37,EUNOS ROAD 2,#02-01,EUNOS COURT,400037",103.901815444481,1.3216064888907
857,PCF SPARKLETOTS PRESCHOOL @ GEYLANG SERAI BLK 412 (CC),PRESCHOOL,"412,EUNOS ROAD 5,#01-104,400412",103.899024728378,1.31831563774111
703,PCF SPARKLETOTS PRESCHOOL @ HENDERSON-DAWSON BLK 124A (KN),PRESCHOOL,"124A,BUKIT MERAH VIEW,#01-406,151124",103.82278181902,1.28488704625843
682,PCF SPARKLETOTS PRESCHOOL @ HENDERSON-DAWSON BLK 59 (CC),PRESCHOOL,"59,STRATHMORE AVENUE,#01-93,142059",103.81125258838,1.29318964398969
391,PCF SPARKLETOTS PRESCHOOL @ HONG KAH NORTH BLK 319 (DS),PRESCHOOL,"319,BUKIT BATOK STREET 33,#01-40,650319",103.746516655571,1.36139508011177
870,PCF SPARKLETOTS PRESCHOOL @ HONG KAH NORTH BLK 338 (CC),PRESCHOOL,"338,BUKIT BATOK STREET 34,#01-338,650338",103.750948082233,1.36355249556515
813,PCF SPARKLETOTS PRESCHOOL @ HONG KAH NORTH BLK 419 (CC),PRESCHOOL,"419,BUKIT BATOK WEST AVENUE 2,#01-225,650419",103.746196377992,1.36194738218146
815,PCF SPARKLETOTS PRESCHOOL @ HONG KAH NORTH BLK 446 (EY),PRESCHOOL,"446,BUKIT BATOK WEST AVENUE 8,#02-01,650446",103.739086387813,1.35017339059587
814,PCF SPARKLETOTS PRESCHOOL @ HONG KAH NORTH BLK 447 (CC),PRESCHOOL,"447,BUKIT BATOK WEST AVENUE 9,#02-01,650447",103.739809933376,1.35269613917058
706,PCF SPARKLETOTS PRESCHOOL @ HOUGANG BLK 328 (DS),PRESCHOOL,"328,HOUGANG AVENUE 5,#01-196,530328",103.896797055652,1.36874369807703
898,PCF SPARKLETOTS PRESCHOOL @ JALAN KAYU BLK 517 (CC),PRESCHOOL,"517,SERANGOON NORTH AVENUE 4,#01-236,550517",103.874085635267,1.37132342766086
875,PCF SPARKLETOTS PRESCHOOL @ JALAN KAYU BLK 518 (DS),PRESCHOOL,"518,SERANGOON NORTH AVENUE 4,#01-218,550518",103.874103124013,1.37164118155193
480,PCF SPARKLETOTS PRESCHOOL @ JALAN KAYU BLK 970 (DS),PRESCHOOL,"970,HOUGANG STREET 91,#01-152,530970",103.880486024951,1.37878537995761
819,PCF SPARKLETOTS PRESCHOOL @ JALAN KAYU BLK 987C (DS),PRESCHOOL,"987C,BUANGKOK GREEN,#01-57,533987",103.877789198004,1.37932814973617
820,PCF SPARKLETOTS PRESCHOOL @ JALAN KAYU BLK 999 (DS),PRESCHOOL,"999,BUANGKOK CRESCENT,#02-01,530999",103.879946263431,1.38456386449101
420,PCF SPARKLETOTS PRESCHOOL @ JOO CHIAT (DS),PRESCHOOL,"15,LORONG K TELOK KURAU,425611",103.907449395999,1.31252284212949
825,PCF SPARKLETOTS PRESCHOOL @ JURONG CENTRAL BLK 308 (CC),PRESCHOOL,"308,JURONG EAST STREET 32,#01-270,600308",103.734583963199,1.34730790760381
824,PCF SPARKLETOTS PRESCHOOL @ JURONG CENTRAL BLK 403 (CC),PRESCHOOL,"403,JURONG WEST STREET 42,#01-559,640403",103.721479697852,1.35383921849512
851,PCF SPARKLETOTS PRESCHOOL @ JURONG CENTRAL BLK 404 (CC),PRESCHOOL,"404,JURONG WEST STREET 42,#01-575,640404",103.722505715191,1.35392289168913
827,PCF SPARKLETOTS PRESCHOOL @ JURONG CENTRAL BLK 490 (KN),PRESCHOOL,"490,JURONG WEST AVENUE 1,#01-01,640490",103.727240414439,1.3495885100502
677,PCF SPARKLETOTS PRESCHOOL @ JURONG SPRING BLK 455 (CC),PRESCHOOL,"455,JURONG WEST STREET 42,#01-136,640455",103.718527803659,1.35106550496497
781,PCF SPARKLETOTS PRESCHOOL @ JURONG SPRING BLK 465 (KN),PRESCHOOL,"465,JURONG WEST STREET 41,#01-536,640465",103.723209572771,1.35012595902893
669,PCF SPARKLETOTS PRESCHOOL @ JURONG SPRING BLK 515 (EY),PRESCHOOL,"515,JURONG WEST STREET 52,#01-17,640515",103.720898095436,1.34642397230739
719,PCF SPARKLETOTS PRESCHOOL @ JURONG SPRING BLK 528 (DS),PRESCHOOL,"528,JURONG WEST STREET 52,#01-359,640528",103.716955768923,1.34832160433383
672,PCF SPARKLETOTS PRESCHOOL @ JURONG SPRING BLK 553 (CC),PRESCHOOL,"553,JURONG WEST STREET 42,#01-311,640553",103.718943649817,1.35313192538561
850,PCF SPARKLETOTS PRESCHOOL @ KAKI BUKIT BLK 519 (KN),PRESCHOOL,"519,BEDOK NORTH AVENUE 1,#01-372,460519",103.928059854349,1.33087614142097
684,PCF SPARKLETOTS PRESCHOOL @ KAKI BUKIT BLK 525 (CC),PRESCHOOL,"525,BEDOK NORTH STREET 3,#01-410,460525",103.929445271638,1.33460113941761
744,PCF SPARKLETOTS PRESCHOOL @ KAKI BUKIT BLK 526 (KN),PRESCHOOL,"526,BEDOK NORTH STREET 3,#01-462,460526",103.92912981542,1.33421551878132
668,PCF SPARKLETOTS PRESCHOOL @ KAMPONG CHAI CHEE BLK 131 (CC),PRESCHOOL,"131,BEDOK NORTH AVENUE 3,#01-118,460131",103.93585007622,1.3269699402053
704,PCF SPARKLETOTS PRESCHOOL @ KAMPONG CHAI CHEE BLK 135 (KN),PRESCHOOL,"135,BEDOK NORTH STREET 2,#01-137,460135",103.936506738278,1.32873535148094
659,PCF SPARKLETOTS PRESCHOOL @ KAMPONG CHAI CHEE BLK 409 (EY),PRESCHOOL,"409,BEDOK NORTH AVENUE 2,#01-26,460409",103.932938099482,1.32810291260758
661,PCF SPARKLETOTS PRESCHOOL @ KAMPONG CHAI CHEE BLK 424 (CC),PRESCHOOL,"424,BEDOK NORTH AVENUE 1,#01-246,460424",103.927482674529,1.32842001017396
115,PCF SPARKLETOTS PRESCHOOL @ KAMPONG CHAI CHEE BLK 775 (CC),PRESCHOOL,"775,BEDOK RESERVOIR VIEW,#01-333,470775",103.935932127712,1.3365778844156
826,PCF SPARKLETOTS PRESCHOOL @ KAMPONG GLAM BLK 462 (DS),PRESCHOOL,"462,CRAWFORD LANE,#03-33,190462",103.860840750826,1.30458618029941
